(-993225458979902109, 35) 1 | (35, 993225458979902109) 6
(-51567103356858433, 33657538539788) 2 | (33657538539788, 51567103356858433) 6
(-51563712760104781, 38319706171571127) 5 | (38319706171571127, 51563712760104781) 2
(-51435596459056916, 99790521221131429) 28 | (99790521221131429, 51435596459056916) 10
(-51426406872150627, 75521126) 2 | (75521126, 51426406872150627) 3
(-51062752114426025, 34997226170470262) 188 | (34997226170470262, 51062752114426025) 101
(-49566577638069823, 167762451204381634) 2 | (167762451204381634, 49566577638069823) 7
(-49519051512766549, 2409136837062335) 4 | (2409136837062335, 49519051512766549) 3
(-49425348499571729, 49396402) 4 | (49396402, 49425348499571729) 3
(-49326334468679968, 75283852716281155) 5 | (75283852716281155, 49326334468679968) 5
(-49000130708345401, 95426354044189166) 1 | (95426354044189166, 49000130708345401) 1
(-48876731376095011, 28863951514788048) 1 | (28863951514788048, 48876731376095011) 1
(-48876403900609061, 44318851936930402) 1 | (44318851936930402, 48876403900609061) 1
(-48685020475768685, 4228888368751564) 2 | (4228888368751564, 48685020475768685) 4
(-48627136111009131, 14744626257484) 1 | (14744626257484, 48627136111009131) 2
(-48274325194958608, 17774518011192833) 1 | (17774518011192833, 48274325194958608) 1
(-48225172376718658, 6943467022553657) 2 | (6943467022553657, 48225172376718658) 80
(-47812718273372891, 45785411444421537) 8 | (45785411444421537, 47812718273372891) 1
(-46945916670497111, 93752771257679710) 1 | (93752771257679710, 46945916670497111) 2
(-46687652920470557, 45233523809923338) 3 | (45233523809923338, 46687652920470557) 1
(-46383261703053195, 5508195298111) 6 | (5508195298111, 46383261703053195) 2
(-45779938552432660, 44467569298116689) 3 | (44467569298116689, 45779938552432660) 5
(-45765747096458803, 47772397562795636) 6 | (47772397562795636, 45765747096458803) 4
(-45754455087224403, 217546694334626) 16 | (217546694334626, 45754455087224403) 19
(-45727945745488175, 235131622389) 1 | (235131622389, 45727945745488175) 3
(-45689305273487171, 35609645082053641) 1 | (35609645082053641, 45689305273487171) 2
(-45403111714646750, 4911713937565953) 4 | (4911713937565953, 45403111714646750) 3
(-44720793066081822, 77209975) 8 | (77209975, 44720793066081822) 0
(-44709931111987888, 70497557) 2 | (70497557, 44709931111987888) 2
(-44681458697551639, 37815753478811293) 1 | (37815753478811293, 44681458697551639) 1
(-44475469198679687, 757798705283554) 1 | (757798705283554, 44475469198679687) 3
(-44249038778549600, 47167048367417509) 4 | (47167048367417509, 44249038778549600) 1
(-43992837029851642, 24929986373027827) 6 | (24929986373027827, 43992837029851642) 1
(-43704720186063328, 86657381131753441) 9 | (86657381131753441, 43704720186063328) 1
(-43078192084589419, 97456787299723513) 1 | (97456787299723513, 43078192084589419) 1
(-42905867038143433, 2703325174446030) 8 | (2703325174446030, 42905867038143433) 1
(-42875479704784143, 2303866) 7 | (2303866, 42875479704784143) 0
(-42856997293492251, 261460) 9 | (261460, 42856997293492251) 0
(-42841668371514319, 82469563358669) 4 | (82469563358669, 42841668371514319) 5
(-42714237307334945, 16301944821542659) 1 | (16301944821542659, 42714237307334945) 3
(-42057446802847396, 63785079679263403) 2 | (63785079679263403, 42057446802847396) 3
(-42049892519682083, 38432204144021940) 8 | (38432204144021940, 42049892519682083) 1
(-41185885900787162, 4613592073) 2 | (4613592073, 41185885900787162) 2
(-40546517339940127, 4918764754898) 1 | (4918764754898, 40546517339940127) 0
(-40062509761333775, 83418838781964189) 1 | (83418838781964189, 40062509761333775) 4
(-39791532652087454, 53938604272731875) 6 | (53938604272731875, 39791532652087454) 4
(-39700416309641728, 81777842621413389) 4 | (81777842621413389, 39700416309641728) 3
(-39551819253175683, 36812942707830538) 2 | (36812942707830538, 39551819253175683) 8
(-39543770226936062, 661210150961769) 2 | (661210150961769, 39543770226936062) 7
(-39184936728869468, 8023354355) 8 | (8023354355, 39184936728869468) 0
(-38783760243597120, 5577602521) 2 | (5577602521, 38783760243597120) 1
(-38394341811093433, 17739720607679613) 8 | (17739720607679613, 38394341811093433) 8
(-38363187712186280, 6631) 261 | (6631, 38363187712186280) 218
(-38344173896246950, 77952518673815331) 3 | (77952518673815331, 38344173896246950) 1
(-37828385596916166, 181) 5 | (181, 37828385596916166) 1
(-37597477841741113, 6579336819498972) 7 | (6579336819498972, 37597477841741113) 3
(-37360461189507421, 263181980) 843 | (263181980, 37360461189507421) 71
(-36693433855405801, 4433784790687955) 1 | (4433784790687955, 36693433855405801) 0
(-36332312889715811, 14) 8 | (14, 36332312889715811) 0
(-35701628713648137, 852560) 4 | (852560, 35701628713648137) 4
(-35389106284495643, 129067) 4 | (129067, 35389106284495643) 4
(-35257418443347741, 59240542536332) 2 | (59240542536332, 35257418443347741) 1
(-34907263776680147, 45265092732974603) 2 | (45265092732974603, 34907263776680147) 0
(-34508161160070242, 43085889719218475) 5 | (43085889719218475, 34508161160070242) 4
(-33500583803841790, 36714124352018243) 2 | (36714124352018243, 33500583803841790) 1
(-33326860308938052, 11) 3 | (11, 33326860308938052) 1
(-33135554014839581, 57480100293382087) 2 | (57480100293382087, 33135554014839581) 8
(-33107235965673270, 77901814155560251) 10 | (77901814155560251, 33107235965673270) 0
(-32941652874362009, 40188125074554301) 1 | (40188125074554301, 32941652874362009) 0
(-32648607962164675, 303116600026341804) 1 | (303116600026341804, 32648607962164675) 2
(-32224138903508975, 88696664764856) 1 | (88696664764856, 32224138903508975) 8
(-32211856566963652, 5281132497004559) 3 | (5281132497004559, 32211856566963652) 6
(-31991180744666355, 98467693436730404) 6 | (98467693436730404, 31991180744666355) 2
(-31677810796856215, 7777) 2 | (7777, 31677810796856215) 4
(-31669255077402509, 30498337747873229) 1 | (30498337747873229, 31669255077402509) 1
(-31587924613186166, 18101883) 3 | (18101883, 31587924613186166) 5
(-30786698610639042, 986457817888531) 1 | (986457817888531, 30786698610639042) 1
(-30737934246352457, 8) 6 | (8, 30737934246352457) 4
(-30485738993123239, 10111886488710508) 2 | (10111886488710508, 30485738993123239) 1
(-30240918046943677, 11290747821) 6 | (11290747821, 30240918046943677) 4
(-29943580475550347, 3918402075250874) 4 | (3918402075250874, 29943580475550347) 3
(-29943055865143916, 8184035331) 7 | (8184035331, 29943055865143916) 1
(-29769161555579280, 77617874700099959) 5 | (77617874700099959, 29769161555579280) 2
(-29748845130143856, 86040155894044691) 6 | (86040155894044691, 29748845130143856) 2
(-29695350816502505, 4764717178770679) 1 | (4764717178770679, 29695350816502505) 4
(-29421375180984659, 9726162909076713) 2 | (9726162909076713, 29421375180984659) 6
(-29266100146545998, 7229) 1 | (7229, 29266100146545998) 3
(-28819339846323187, 58694154) 1 | (58694154, 28819339846323187) 5
(-28211077493079415, 988839755155026) 2 | (988839755155026, 28211077493079415) 2
(-28124441729618316, 18284595227) 1683 | (18284595227, 28124441729618316) 1351
(-28082723110106520, 12081468993818009) 2 | (12081468993818009, 28082723110106520) 6
(-27879112323295918, 62430651225307711) 5 | (62430651225307711, 27879112323295918) 4
(-27866025243165729, 142316889299368) 5 | (142316889299368, 27866025243165729) 2
(-27819118883385429, 79) 2 | (79, 27819118883385429) 1
(-27805650646749690, 6347296349767) 78 | (6347296349767, 27805650646749690) 17
(-27475260830728804, 4362459) 1 | (4362459, 27475260830728804) 1
(-27438653223373339, 305) 8 | (305, 27438653223373339) 2
(-27419990393821749, 920) 3 | (920, 27419990393821749) 7
(-27231617719424891, 17167697407619084) 3 | (17167697407619084, 27231617719424891) 0
(-26962340704345949, 18121098) 11 | (18121098, 26962340704345949) 21
(-26907818999699531, 80308186531778219) 2 | (80308186531778219, 26907818999699531) 0
(-26703236494054075, 97615040553451158) 4 | (97615040553451158, 26703236494054075) 3
(-26488231791695933, 536446943812443162) 4 | (536446943812443162, 26488231791695933) 2
(-25929133694040295, 97653502356397744) 1 | (97653502356397744, 25929133694040295) 1
(-25838995361600939, 662445890210623490) 2 | (662445890210623490, 25838995361600939) 5
(-25808465904012593, 111458918145732894) 1 | (111458918145732894, 25808465904012593) 9
(-25503316133188003, 53556144996428673) 9 | (53556144996428673, 25503316133188003) 0
(-25489850680130743, 31839397845) 2 | (31839397845, 25489850680130743) 8
(-25241078452169523, 14) 1 | (14, 25241078452169523) 2
(-25240330860812833, 31218189097414053) 2 | (31218189097414053, 25240330860812833) 0
(-25134231381179612, 995506701) 5 | (995506701, 25134231381179612) 5
(-25122002312278029, 24356) 3 | (24356, 25122002312278029) 3
(-25089076987294257, 16866517453855) 9 | (16866517453855, 25089076987294257) 1
(-24784056311823713, 88448673254) 4 | (88448673254, 24784056311823713) 1
(-24647316597657778, 1850875) 8 | (1850875, 24647316597657778) 2
(-24472209328104917, 11363217021911783) 1 | (11363217021911783, 24472209328104917) 2
(-24084512474617685, 898303212953725177) 2 | (898303212953725177, 24084512474617685) 2
(-23610314119329497, 26139408713436034) 3 | (26139408713436034, 23610314119329497) 2
(-23486073012501713, 1708) 3 | (1708, 23486073012501713) 2
(-23394533022266467, 5183728814566000) 22 | (5183728814566000, 23394533022266467) 20
(-23271074797833454, 5561696619386857) 1 | (5561696619386857, 23271074797833454) 0
(-22699794588201681, 39284873716567225) 2 | (39284873716567225, 22699794588201681) 1
(-22683358897115637, 36284) 4 | (36284, 22683358897115637) 2
(-22650888032869977, 524478677) 3 | (524478677, 22650888032869977) 1
(-22070536412189851, 50191854247) 87 | (50191854247, 22070536412189851) 6
(-21996791108308092, 2920784810473685) 2 | (2920784810473685, 21996791108308092) 4
(-21964133057911037, 888468167880749690) 1 | (888468167880749690, 21964133057911037) 1
(-21954277396822270, 3) 2 | (3, 21954277396822270) 3
(-21893140364546987, 19658411940767098) 2 | (19658411940767098, 21893140364546987) 3
(-21727270405939571, 294603245894) 4 | (294603245894, 21727270405939571) 5
(-21445729215099833, 26792108733480558) 4 | (26792108733480558, 21445729215099833) 2
(-21408686461742254, 844179) 3 | (844179, 21408686461742254) 3
(-21204696648704707, 57872208577415852) 2 | (57872208577415852, 21204696648704707) 5
(-21107011437563616, 19981004453267381) 4 | (19981004453267381, 21107011437563616) 6
(-21073137468818577, 23490374184958664) 10 | (23490374184958664, 21073137468818577) 6
(-20860770315076903, 20165813206502326) 1 | (20165813206502326, 20860770315076903) 8
(-20634350622091529, 94950420619209492) 4 | (94950420619209492, 20634350622091529) 5
(-20559294549044989, 4511632) 1 | (4511632, 20559294549044989) 2
(-20444117163389782, 8403) 1 | (8403, 20444117163389782) 6
(-20226414222072197, 47652242880805974) 3 | (47652242880805974, 20226414222072197) 1
(-20214607103526117, 1) 1 | (1, 20214607103526117) 1
(-20112229707799431, 24234868229985850) 4 | (24234868229985850, 20112229707799431) 1
(-19636510029203893, 101187622216257495) 3 | (101187622216257495, 19636510029203893) 7
(-19617856532938607, 54027735882002497) 3 | (54027735882002497, 19617856532938607) 1
(-19484546568769243, 156286253384202957) 6 | (156286253384202957, 19484546568769243) 2
(-19120404287749822, 231218173491) 1 | (231218173491, 19120404287749822) 1
(-18795922348064688, 7202721814059983) 1 | (7202721814059983, 18795922348064688) 6
(-18772769732639341, 592753971783851787) 3 | (592753971783851787, 18772769732639341) 5
(-18660961140604605, 361628317249) 3 | (361628317249, 18660961140604605) 4
(-18643971803768196, 3467419) 1 | (3467419, 18643971803768196) 6
(-18432152325800875, 15822105866352969) 4 | (15822105866352969, 18432152325800875) 6
(-18210951952597588, 277916320627) 1 | (277916320627, 18210951952597588) 2
(-18183153122202044, 1121) 2 | (1121, 18183153122202044) 6
(-18114011754748861, 24288267843533405) 3 | (24288267843533405, 18114011754748861) 2
(-17581360774973387, 54471834312047497) 2 | (54471834312047497, 17581360774973387) 3
(-17383434031036369, 9160832586605466) 1 | (9160832586605466, 17383434031036369) 2
(-17261060694103467, 24763480172074436) 4 | (24763480172074436, 17261060694103467) 6
(-17106975625093886, 127462254861845003) 1 | (127462254861845003, 17106975625093886) 6
(-16995134669015198, 77) 1 | (77, 16995134669015198) 8
(-16961144130845893, 57) 2 | (57, 16961144130845893) 6
(-16703491417192927, 79785403146463329) 181 | (79785403146463329, 16703491417192927) 513
(-15832736171662343, 9420352) 1 | (9420352, 15832736171662343) 2
(-15801295486548477, 17722450786232041) 7 | (17722450786232041, 15801295486548477) 9
(-15567430824410749, 1383823735918) 3 | (1383823735918, 15567430824410749) 1
(-15391117608647962, 422349) 4 | (422349, 15391117608647962) 1
(-15390234220077655, 262579) 4 | (262579, 15390234220077655) 6
(-15056672152121915, 89156003) 21 | (89156003, 15056672152121915) 60
(-15050475919411394, 15) 3 | (15, 15050475919411394) 1
(-15037761967041809, 17873972739314476) 1 | (17873972739314476, 15037761967041809) 2
(-14861459087399905, 69073685286871412) 5 | (69073685286871412, 14861459087399905) 3
(-14730292919546793, 4491874) 2 | (4491874, 14730292919546793) 7
(-14405231500316273, 11560421772) 2 | (11560421772, 14405231500316273) 4
(-14394281616120640, 68874543685213) 5 | (68874543685213, 14394281616120640) 2
(-14210676568123499, 24043762315) 4 | (24043762315, 14210676568123499) 2
(-14125087376010934, 280648505) 7 | (280648505, 14125087376010934) 1
(-13720959027351197, 7249702155606421) 1 | (7249702155606421, 13720959027351197) 1
(-13550062652800327, 7019204535973327) 2 | (7019204535973327, 13550062652800327) 3
(-13117698568792461, 63530652900627020) 7 | (63530652900627020, 13117698568792461) 1
(-12789044502674349, 232) 3 | (232, 12789044502674349) 1
(-12747600691487302, 41763002759802989) 5 | (41763002759802989, 12747600691487302) 3
(-12326487229662959, 23321793461665090) 2 | (23321793461665090, 12326487229662959) 2
(-12240337548313660, 19921081337639663) 16 | (19921081337639663, 12240337548313660) 21
(-12077542252004860, 61355464716074607) 5 | (61355464716074607, 12077542252004860) 2
(-12051385453302715, 38357498006100601) 64 | (38357498006100601, 12051385453302715) 6
(-12025842656626547, 93629478698579671) 21 | (93629478698579671, 12025842656626547) 41
(-11996325245638379, 407) 2 | (407, 11996325245638379) 2
(-11759958075374081, 17776419576111) 1 | (17776419576111, 11759958075374081) 2
(-11658626730378673, 954534438) 8 | (954534438, 11658626730378673) 1
(-11494200357471536, 3) 3 | (3, 11494200357471536) 0
(-11377773162161861, 1879477599873337) 2 | (1879477599873337, 11377773162161861) 2
(-11231161544578391, 3011295313650969) 5 | (3011295313650969, 11231161544578391) 2
(-11113344558993836, 7322575480221) 2 | (7322575480221, 11113344558993836) 1
(-11068160672209443, 1947643376036) 1 | (1947643376036, 11068160672209443) 5
(-10842500399329267, 83232934909668774) 2 | (83232934909668774, 10842500399329267) 8
(-10810395704674634, 3930724624250983) 6 | (3930724624250983, 10810395704674634) 3
(-10793766172867759, 45717007654359211) 3 | (45717007654359211, 10793766172867759) 4
(-10634610085525917, 2) 1 | (2, 10634610085525917) 7
(-10566108332004207, 6463791723821515) 3 | (6463791723821515, 10566108332004207) 7
(-9993346941769581, 90803483924531792) 4 | (90803483924531792, 9993346941769581) 2
